"PID","DAY","ANX1","ANX2","ANX3","ANX4","ANX5","ANX6","RUM1","RUM2","RUM3","LON1","LON2","LON3","LON4","LON5","LON6"
"DISS-3147",3,3,2,1,3,2,1,1,1,2,1,1,1,1,1,1
"DISS-3147",4,2,2,1,2,2,1,3,3,3,1,1,1,1,1,1
"DISS-3147",5,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3147",6,2,1,1,2,2,1,3,3,2,1,1,1,1,1,1
"DISS-3147",7,2,1,1,2,3,1,1,2,2,1,1,1,1,1,1
"DISS-3148",1,1,2,1,1,2,1,4,4,1,3,1,1,1,1,1
"DISS-3148",2,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3148",3,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3148",4,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1
"DISS-3148",5,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1
"DISS-3148",6,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1
"DISS-3148",7,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3149",1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3149",2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1
"DISS-3149",3,2,2,2,1,1,2,4,3,5,2,1,2,2,1,1
"DISS-3149",4,3,1,1,2,2,1,1,1,1,1,2,1,1,1,2
"DISS-3149",5,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1
"DISS-3149",6,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1
"DISS-3149",7,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3150",1,4,2,1,4,4,1,2,2,2,1,1,1,1,1,1
"DISS-3150",2,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3150",3,3,2,1,3,4,2,1,1,2,1,1,1,1,1,1
"DISS-3150",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3150",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3150",6,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3150",7,2,1,1,4,4,1,3,1,1,1,1,1,1,1,1
"DISS-3151",1,4,1,1,4,2,1,1,1,1,1,1,1,1,1,1
"DISS-3151",2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3151",3,2,3,1,2,2,2,4,4,1,1,1,1,1,1,1
"DISS-3151",4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3151",5,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3151",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3151",7,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1
"DISS-3152",1,2,2,1,3,1,3,4,2,2,1,1,1,1,1,1
"DISS-3152",2,2,3,1,2,1,2,3,2,2,1,2,1,1,1,1
"DISS-3152",3,2,1,1,2,2,1,1,1,1,2,1,1,3,1,1
"DISS-3152",4,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3152",5,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3152",6,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1
"DISS-3152",7,2,1,2,2,1,1,3,2,2,1,1,1,1,1,1
"DISS-3153",1,4,1,1,4,4,1,1,1,3,1,1,1,1,1,1
"DISS-3153",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3153",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3153",4,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3153",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3153",6,4,1,1,4,4,1,1,1,1,1,1,1,5,1,1
"DISS-3153",7,4,1,1,4,4,1,1,2,2,2,1,2,3,3,3
"DISS-3154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3154",2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1
"DISS-3154",3,3,2,1,3,3,1,3,2,2,1,1,1,1,1,1
"DISS-3154",4,1,1,1,3,3,1,NA,NA,NA,1,1,1,2,1,1
"DISS-3154",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3154",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3154",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3155",1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3155",2,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3155",3,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2
"DISS-3155",4,2,2,1,2,3,2,4,4,3,1,2,1,2,1,1
"DISS-3155",5,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3155",6,2,1,1,3,3,2,1,1,1,2,1,1,1,1,1
"DISS-3155",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3156",1,3,2,1,3,4,1,1,2,2,1,1,1,1,1,1
"DISS-3156",2,1,3,3,1,1,1,4,2,2,2,1,1,1,1,2
"DISS-3156",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3156",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3156",5,3,1,1,3,3,1,1,1,1,1,1,2,1,1,1
"DISS-3156",6,3,1,1,3,3,1,1,1,2,1,1,1,1,1,1
"DISS-3156",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3157",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3157",2,4,1,1,4,4,1,2,1,1,1,1,1,1,1,1
"DISS-3157",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3157",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3157",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3157",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3157",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3158",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3158",2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1
"DISS-3158",3,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1
"DISS-3158",4,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1
"DISS-3158",5,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1
"DISS-3158",6,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3158",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3159",1,1,2,2,1,2,2,2,1,1,3,2,3,1,1,2
"DISS-3159",2,3,1,1,3,4,2,1,1,1,1,1,1,1,1,1
"DISS-3159",3,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1
"DISS-3159",4,2,2,1,2,4,3,2,1,1,1,1,1,1,1,1
"DISS-3159",5,2,3,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3159",6,2,3,3,2,3,1,2,1,1,1,1,2,1,1,1
"DISS-3159",7,3,2,1,3,4,2,3,3,1,1,1,1,1,1,1
"DISS-3160",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3160",2,3,2,2,3,2,1,2,2,1,1,1,1,2,1,1
"DISS-3160",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3160",4,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1
"DISS-3160",5,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3160",6,1,1,1,1,1,1,3,4,3,1,1,1,1,1,1
"DISS-3160",7,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1
"DISS-3161",1,2,2,1,2,1,2,2,1,1,3,1,1,2,1,2
"DISS-3161",2,2,2,1,3,2,2,4,3,3,1,1,1,1,1,1
"DISS-3161",3,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1
"DISS-3161",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3161",5,2,2,1,2,2,1,1,1,1,1,3,2,5,2,3
"DISS-3161",6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3161",7,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1
"DISS-3162",1,2,2,2,2,1,2,3,1,2,1,1,1,1,1,1
"DISS-3162",2,3,2,1,3,3,2,4,1,2,1,1,2,1,1,1
"DISS-3162",3,3,1,1,4,3,2,2,1,2,1,2,2,1,1,1
"DISS-3162",4,4,1,1,3,2,2,1,1,1,1,1,1,1,1,1
"DISS-3162",5,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1
"DISS-3162",6,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1
"DISS-3162",7,2,1,1,3,3,2,1,1,1,1,1,2,1,1,1
"DISS-3163",1,3,2,4,2,3,4,1,2,2,2,5,5,2,2,3
"DISS-3163",2,4,1,1,4,4,1,1,2,1,1,1,1,1,1,1
"DISS-3163",3,4,1,1,4,4,1,1,1,1,2,1,1,1,1,1
"DISS-3163",4,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3163",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3163",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3163",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3164",1,1,2,2,2,1,2,5,3,5,1,1,2,1,1,1
"DISS-3164",2,2,1,1,2,3,1,1,1,1,1,1,1,1,2,2
"DISS-3164",3,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3164",4,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3164",5,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3164",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3164",7,3,2,2,3,4,1,3,4,3,1,1,1,1,1,1
"DISS-3165",1,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3165",2,2,1,1,2,3,2,2,2,3,1,1,1,1,1,1
"DISS-3165",3,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1
"DISS-3165",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3165",5,3,1,1,3,3,1,1,1,2,1,1,2,1,1,2
"DISS-3165",6,3,1,1,3,4,1,2,2,2,1,1,1,1,2,1
"DISS-3165",7,3,1,1,3,4,1,3,2,2,1,1,2,1,1,1
"DISS-3166",1,2,2,1,2,2,2,5,5,5,1,1,1,1,1,1
"DISS-3166",2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3166",3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3166",4,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1
"DISS-3166",5,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3166",6,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1
"DISS-3166",7,2,1,1,2,3,1,4,4,4,1,1,1,1,1,1
"DISS-3167",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3167",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3167",3,3,1,1,3,3,1,3,1,1,1,1,1,1,1,1
"DISS-3167",4,3,1,1,3,3,1,2,1,1,1,1,1,1,1,1
"DISS-3167",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3167",6,4,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3167",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3168",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3168",2,2,3,3,2,1,4,7,7,7,4,4,4,4,4,4
"DISS-3168",3,2,3,3,2,2,3,5,5,6,3,3,3,3,3,3
"DISS-3168",4,2,3,2,1,2,4,7,7,7,3,3,3,3,3,3
"DISS-3168",5,2,3,2,2,2,4,3,3,3,3,5,5,3,3,3
"DISS-3168",6,3,3,3,3,3,3,5,5,5,4,4,4,4,4,4
"DISS-3168",7,3,3,3,2,2,2,7,7,7,3,3,3,3,3,3
"DISS-3169",1,2,2,1,1,2,2,4,5,5,5,3,3,5,2,3
"DISS-3169",2,2,3,3,2,2,2,7,6,7,5,5,5,5,5,5
"DISS-3169",3,1,3,4,1,1,3,6,7,7,5,5,5,5,5,5
"DISS-3169",4,1,3,4,1,1,3,7,7,7,5,2,5,5,3,3
"DISS-3169",5,1,1,1,1,1,1,6,6,6,5,5,5,5,5,5
"DISS-3169",6,2,2,2,2,2,2,7,7,7,5,3,5,5,5,5
"DISS-3169",7,1,2,3,1,1,2,7,7,7,5,5,5,5,5,5
"DISS-3170",1,3,1,2,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3170",2,3,1,1,3,3,2,1,2,1,1,1,1,1,1,1
"DISS-3170",3,3,1,1,3,3,1,1,1,1,1,1,1,3,1,1
"DISS-3170",4,3,1,1,3,3,1,4,1,4,1,1,1,1,1,1
"DISS-3170",5,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3170",6,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3170",7,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1
"DISS-3171",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3171",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3171",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3171",4,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3171",5,2,3,3,3,2,3,3,1,1,1,1,1,1,1,1
"DISS-3171",6,2,1,2,1,2,3,3,3,3,1,1,1,1,1,1
"DISS-3171",7,2,2,3,1,2,3,1,1,1,2,1,1,1,1,2
"DISS-3172",1,4,1,1,4,4,1,2,2,1,1,1,1,1,1,1
"DISS-3172",2,4,1,1,4,4,1,2,2,1,1,1,1,1,1,1
"DISS-3172",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3172",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3172",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3172",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3172",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3173",1,3,1,2,3,3,1,2,2,2,2,1,1,1,1,2
"DISS-3173",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3173",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3173",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3173",5,4,1,1,4,3,1,1,1,1,2,1,1,2,2,2
"DISS-3173",6,3,2,1,3,4,2,1,1,1,1,1,1,1,1,1
"DISS-3173",7,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3174",1,2,2,1,2,2,2,4,1,4,1,1,1,1,1,1
"DISS-3174",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3174",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3174",4,4,1,1,4,4,1,1,1,4,1,1,1,1,1,1
"DISS-3174",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3174",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3174",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3175",1,1,3,2,2,1,3,4,6,6,2,1,4,2,1,2
"DISS-3175",2,1,3,2,1,1,2,4,4,4,3,3,2,3,1,2
"DISS-3175",3,1,2,1,1,1,2,1,1,1,1,1,2,3,1,1
"DISS-3175",4,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1
"DISS-3175",5,2,2,1,2,2,2,3,3,3,1,1,3,1,1,1
"DISS-3175",6,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
"DISS-3175",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3176",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3176",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3176",3,1,1,1,1,1,1,5,2,4,1,5,2,1,4,4
"DISS-3176",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3176",5,4,1,1,4,1,2,1,1,1,1,1,1,1,1,1
"DISS-3176",6,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3176",7,3,1,1,3,3,1,1,1,1,1,1,2,1,1,1
"DISS-3177",1,2,2,2,1,1,2,3,3,3,1,1,1,1,1,1
"DISS-3177",2,2,1,2,1,2,1,4,4,4,1,1,1,1,1,1
"DISS-3177",3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3177",4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3177",5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3177",6,2,1,2,2,2,1,4,4,4,1,1,1,1,1,1
"DISS-3177",7,2,2,2,2,1,2,5,5,5,1,1,1,1,1,1
"DISS-3178",1,4,2,2,4,3,1,1,2,1,1,1,3,2,1,1
"DISS-3178",2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3178",3,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3178",4,2,2,2,3,3,2,3,4,4,1,2,2,2,2,2
"DISS-3178",5,2,2,2,3,2,2,4,2,2,2,2,2,1,2,2
"DISS-3178",6,2,2,1,3,2,2,2,2,2,1,1,1,1,1,1
"DISS-3178",7,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3179",1,3,1,1,3,3,1,1,2,1,1,1,1,1,1,1
"DISS-3179",2,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3179",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3179",4,2,2,2,2,2,3,4,1,4,1,1,1,1,1,1
"DISS-3179",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3179",6,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3179",7,3,2,2,2,2,1,4,1,4,2,2,4,1,2,2
"DISS-3180",1,2,1,1,2,4,1,2,3,3,1,1,1,1,1,1
"DISS-3180",2,2,2,2,1,2,3,3,3,2,2,1,1,2,1,3
"DISS-3180",3,2,1,1,3,1,1,2,2,2,2,1,1,1,1,4
"DISS-3180",4,2,1,1,2,2,1,4,4,4,1,1,1,1,1,1
"DISS-3180",5,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1
"DISS-3180",6,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1
"DISS-3180",7,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1
"DISS-3181",1,2,3,1,2,3,2,4,2,5,1,1,1,3,1,1
"DISS-3181",2,3,1,1,2,3,1,2,4,2,1,1,1,2,1,1
"DISS-3181",3,3,1,1,3,3,1,1,3,3,2,1,1,1,1,2
"DISS-3181",4,2,1,1,2,3,1,1,1,1,2,1,1,2,1,1
"DISS-3181",5,3,1,1,3,3,1,1,2,2,1,1,2,2,1,2
"DISS-3181",6,3,1,1,3,2,2,1,1,1,1,1,1,2,1,1
"DISS-3181",7,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1
"DISS-3182",1,3,2,1,3,3,1,3,3,3,1,1,2,1,2,1
"DISS-3182",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3182",3,3,1,1,3,2,1,3,3,5,1,1,1,1,1,1
"DISS-3182",4,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3182",5,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3182",6,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3182",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3183",1,2,1,1,4,3,1,2,1,1,1,1,1,1,1,1
"DISS-3183",2,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3183",3,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3183",4,2,1,1,3,3,1,2,2,1,2,2,1,2,2,2
"DISS-3183",5,2,1,2,3,3,1,3,1,2,1,1,1,1,1,1
"DISS-3183",6,3,1,2,3,2,1,3,2,2,2,2,2,1,1,2
"DISS-3183",7,2,2,1,3,3,2,2,3,3,1,1,1,1,1,1
"DISS-3184",1,2,2,2,2,2,1,3,4,2,1,1,1,1,1,1
"DISS-3184",2,3,1,1,3,4,1,3,3,2,1,1,2,1,1,1
"DISS-3184",3,3,2,1,3,4,2,1,1,1,1,1,2,1,1,1
"DISS-3184",4,3,1,1,4,4,1,4,2,1,1,1,2,1,1,1
"DISS-3184",5,2,2,1,2,2,1,3,2,1,1,1,2,1,1,1
"DISS-3184",6,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1
"DISS-3184",7,2,3,1,2,2,2,1,1,1,1,1,2,1,1,1
"DISS-3185",1,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3185",2,4,1,1,3,3,2,1,1,1,2,1,2,1,1,1
"DISS-3185",3,3,2,1,3,3,2,4,6,2,2,1,2,1,1,1
"DISS-3185",4,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1
"DISS-3185",5,2,2,1,3,3,2,2,3,3,1,1,1,1,1,1
"DISS-3185",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3185",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3186",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3186",2,4,1,1,4,4,2,1,2,1,1,1,1,1,1,1
"DISS-3186",3,2,3,1,2,1,3,5,5,5,1,1,2,1,1,1
"DISS-3186",4,3,1,1,2,3,1,2,3,2,1,1,1,1,1,1
"DISS-3186",5,3,1,1,4,2,1,1,3,1,1,1,1,1,1,1
"DISS-3186",6,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3186",7,2,1,1,2,4,1,2,2,1,1,1,1,1,1,1
"DISS-3187",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3187",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3187",3,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1
"DISS-3187",4,4,1,1,4,3,1,1,1,1,2,1,1,1,1,1
"DISS-3187",5,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3187",6,4,1,1,4,3,1,1,1,1,2,1,1,1,1,1
"DISS-3187",7,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1
"DISS-3188",1,4,2,1,3,2,2,1,1,1,1,1,1,1,1,1
"DISS-3188",2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3188",3,3,3,2,3,2,2,2,3,1,1,1,1,1,1,1
"DISS-3188",4,3,3,2,3,2,1,3,2,3,1,1,1,1,1,1
"DISS-3188",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3188",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3188",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3189",1,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1
"DISS-3189",2,2,2,2,2,1,3,3,2,4,3,2,1,3,2,1
"DISS-3189",3,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1
"DISS-3189",4,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1
"DISS-3189",5,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
"DISS-3189",6,2,1,1,2,3,3,2,1,3,2,1,1,1,1,1
"DISS-3189",7,2,1,1,2,3,3,3,3,1,1,1,1,1,1,1
"DISS-3190",1,2,2,2,2,3,1,4,4,4,2,1,1,2,2,1
"DISS-3190",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3190",3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3190",4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
"DISS-3190",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3190",6,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3190",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3191",1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
"DISS-3191",2,1,1,1,1,3,1,5,5,5,1,1,1,1,1,1
"DISS-3191",3,3,1,1,2,1,1,4,5,4,1,1,1,1,1,1
"DISS-3191",4,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1
"DISS-3191",5,2,1,1,2,2,1,3,3,3,1,1,1,1,1,1
"DISS-3191",6,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3191",7,1,1,1,1,1,1,4,1,3,2,2,1,1,1,1
"DISS-3192",1,2,2,1,2,2,3,2,2,3,2,1,1,1,1,1
"DISS-3192",2,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3192",3,2,1,2,3,2,1,3,2,2,2,1,1,2,2,2
"DISS-3192",4,3,1,2,4,3,1,1,1,1,2,1,1,1,1,1
"DISS-3192",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3192",6,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3192",7,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3193",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3193",2,2,2,2,2,2,2,5,3,3,1,1,1,1,1,1
"DISS-3193",3,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1
"DISS-3193",4,2,1,1,3,2,1,2,2,1,1,1,1,1,1,1
"DISS-3193",5,2,1,1,1,2,1,3,2,3,1,1,1,1,1,1
"DISS-3193",6,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1
"DISS-3193",7,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3194",1,3,1,1,4,4,1,1,1,1,1,1,1,1,2,1
"DISS-3194",2,3,1,1,3,4,1,2,3,2,1,1,1,1,1,1
"DISS-3194",3,4,1,1,3,3,1,1,1,1,1,1,1,2,1,2
"DISS-3194",4,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1
"DISS-3194",5,1,1,1,3,3,1,1,1,5,1,3,3,2,2,2
"DISS-3194",6,3,2,2,3,3,1,1,1,1,2,4,4,2,2,1
"DISS-3194",7,4,1,2,1,3,1,1,1,1,2,2,2,1,1,1
"DISS-3195",1,4,1,1,4,4,1,3,2,3,1,1,1,1,1,1
"DISS-3195",2,4,1,1,4,4,1,1,2,1,1,1,1,1,1,1
"DISS-3195",3,4,1,1,4,4,1,2,2,2,1,1,1,1,1,1
"DISS-3195",4,3,1,1,3,3,1,1,2,2,1,1,1,1,1,1
"DISS-3195",5,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3195",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
